Name,Year,Genres,Budget,domestic_gross,foreign_gross,worldwide_gross
boys in the sand,1971.0,"fictional film, adult",,,,
boys life,1995.0,"lgbt, romance film, drama, indie, gay themed",,,,
boys life 2,1997.0,"lgbt, comedy-drama, gay, gay interest, coming of age, gay themed, drama, romance film",,,,
boys life 3,2000.0,"lgbt, comedy-drama, gay, gay interest, drama, comedy, gay themed, romance film",,,,
boys life 4:four play,2003.0,"lgbt, romance film, drama, comedy",,,,
boys life 5,2006.0,"lgbt, romance film, drama, comedy",,,,
boys life 6,2007.0,"lgbt, romance film, drama, gay themed",,,,
boys love,2006.0,"lgbt, japanese movies, world cinema, gay, gay interest, drama, gay themed, romantic drama, romance film",,,,
boys of the city,1940.0,"thriller, comedy-drama, black-and-white, mystery, comedy, family film, haunted house film",,,,
boys on the side,1995.0,"lgbt, buddy film, road movie, comedy-drama, drama, comedy, feminist film",,,,
boys over flowers,1997.0,"anime, japanese movies",,,,
boys over flowers final,2008.0,"drama, romance film, japanese movies, comedy, world cinema",,,,
boys over flowers: final,2008.0,,,,,
boys to board,1923.0,"silent film, indie, black-and-white, short film, comedy, family film",,,,
boys town,1938.0,"biographical film, drama",,,,
boys will be boys,1935.0,"comedy, black-and-white",,,,
boys will be joys,1925.0,"short film, silent film, family film, comedy, black-and-white",,,,
boys' night out,1962.0,"romantic comedy, romance film, satire, comedy",,,,
boys' reformatory,1939.0,"crime fiction, crime drama, black-and-white, drama, teen, juvenile delinquency film",,,,
boytown,2006.0,comedy,,,,
boyy friennd,2005.0,"comedy film, action, drama",,,,
boyz n the hood,1991.0,"crime fiction, drama, coming of age, teen",6500000.0,,,
boína blanca,1941.0,black-and-white,,,,
boîte à vendre,1951.0,short film,,,,
boðberi,2010.0,"thriller, mystery, drama",,,,
božská ema,1979.0,drama,,,,
bpm (beats per minute),2017.0,,,,,
bra mennesker,1937.0,drama,,,,
brad's status,2017.0,,,,,
braddock: missing in action iii,1988.0,"action, adventure",,,,
brahma,1994.0,,,,,
brahma - the creator,2007.0,,,,,
brahma puthrudu,1988.0,"family film, action, adventure",,,,
brahma ratham,1947.0,drama,,,,
