Name,Year,Genres,Budget,domestic_gross,foreign_gross,worldwide_gross
the kentuckian,1955.0,"action/adventure, western, adventure",,,,
the kentucky fried horror show,2008.0,horror,,,,
the kentucky fried movie,1977.0,"parody, indie, absurdism, cult, comedy, black comedy, sexploitation",600000.0,,,
the ketchup vampires,1995.0,"comedy film, family film, animation",,,,
the kettles in the ozarks,1956.0,"comedy film, slapstick",,,,
the kettles on old macdonald's farm,1957.0,"comedy, slapstick",,,,
the key,1934.0,"drama, black-and-white",,,,
the key,1983.0,"softcore porn, drama",,,,
the key,1958.0,"romantic drama, romance film, drama, black-and-white, war film",,,,
the key,1965.0,drama,,,,
the key,1961.0,"comedy, animation",,,,
the key and the clock,2006.0,"mystery, science fiction, action, fantasy, television movie",,,,
the key to paradise,1970.0,family film,,,,
the key to reserva,2007.0,short film,,,,
the keyhole,1933.0,"drama, black-and-white",,,,
the keys of the kingdom,1944.0,"christian film, drama, black-and-white",,,,
the keys to the house,2004.0,"family drama, drama, art film, world cinema",,,,
the kick,2011.0,action,3500000.0,,,
the kickback,1922.0,"silent film, western, indie, black-and-white",,,,
the kid,1910.0,"short film, silent film, drama, black-and-white",65000000.0,69691949.0,,
the kid,2010.0,drama,65000000.0,69691949.0,,
the kid,1921.0,"silent film, drama, indie, black-and-white, comedy",65000000.0,69691949.0,,
the kid,1950.0,"action/adventure, martial arts film, chinese movies, world cinema",65000000.0,69691949.0,,
the kid,2000.0,"time travel, drama, family film, fantasy, comedy",65000000.0,69691949.0,,
the kid,1999.0,"drama, chinese movies",65000000.0,69691949.0,,
the kid & i,2005.0,"family film, action, buddy film, comedy",,,,
the kid and the cowboy,1919.0,"short film, silent film, western, black-and-white, indie",,,,
the kid brother,1927.0,"crime fiction, silent film, indie, black-and-white, comedy",,,,
the kid from borneo,1933.0,"short film, family film, comedy, black-and-white",,,,
the kid from brooklyn,1946.0,comedy,,,,
the kid from cleveland,1949.0,"sports, drama, black-and-white",,,,
the kid from left field,1953.0,"sports, comedy film",,,,
the kid from spain,1932.0,"comedy film, romance film, musical",,,,
the kid rides again,1943.0,"action/adventure, western, action, b-western",,,,
the kid stakes,1927.0,"silent film, drama, family film, black-and-white",,,,
the kid stays in the picture,2002.0,"history, biography, film & television history, film, documentary",,,,
the kid who couldn't miss,1983.0,"documentary, drama, war film",,,,
the kid who would be king,2019.0,,59000000.0,16790790.0,15350180.0,32140970.0
the kid with a bike,2011.0,"coming of age, drama",,,,
the kid with the 200 i.q.,1983.0,"family film, comedy film",,,,
the kid with the broken halo,1982.0,"family film, fantasy, comedy",,,,
the kiddies in the ruins,1918.0,"short film, silent film, drama, war film",,,,
the kidnapped bride,1914.0,"short film, silent film, indie, black-and-white, comedy",,,,
the kidnapping of the president,1980.0,"thriller, political thriller",,,,
the kids are alright,1979.0,"rockumentary, documentary",,,,
the kids are alright 2,2022.0,,,,,
the kill-off,1990.0,"thriller, crime drama, drama, indie, neo-noir",,,,
the killbillies,2002.0,"comedy horror, horror, comedy",,,,
the killer,1989.0,"thriller, crime fiction, world cinema, action/adventure, drama, action, chinese movies",,,,
the killer,2006.0,"musical, drama, bollywood, world cinema",,,,
the killer elite,1975.0,"thriller, action thrillers, psychological thriller, action/adventure, action, spy",,,,
the killer inside me,1976.0,"thriller, crime thriller, suspense, film noir, film adaptation",13000000.0,,,
the killer inside me,2010.0,"crime fiction, thriller, drama, film adaptation",13000000.0,,,
the killer is loose,1956.0,"thriller, crime fiction, psychological thriller, black-and-white, drama, film noir",,,,
the killer must kill again,1975.0,"thriller, horror, world cinema, psychological thriller, giallo, slasher",,,,
the killer reserved nine seats,1974.0,"thriller, mystery, horror",,,,
the killer shrews,1959.0,"natural horror films, science fiction, horror, black-and-white, monster",,,,
the killer that stalked new york,1950.0,"docudrama, crime thriller, crime fiction, black-and-white, film noir",,,,
the killers,1964.0,"thriller, crime fiction, drama, film noir, mystery",,,,
the killers,1956.0,short film,,,,
the killers,1946.0,"thriller, crime fiction, drama, black-and-white, film noir",,,,
the killing,1956.0,"crime fiction, heist, black-and-white, thriller, suspense, drama, film noir",,,,
the killing fields,1984.0,"drama, political drama, war film",,,,
the killing floor,2007.0,"thriller, crime thriller, psychological thriller",,,,
the killing game,1967.0,comedy,,,,
the killing ground,1979.0,documentary,,,,
the killing jar,2010.0,"thriller, crime thriller, drama, suspense",,,,
the killing kind,2001.0,"thriller, crime fiction, horror, indie, gangster film, psychological thriller, mystery, crime thriller, romance film",,,,
the killing of a chinese bookie,1976.0,"crime fiction, gangster film, drama, indie, crime drama",,,,
the killing of an egg,1977.0,"short film, animation",,,,
the killing of angel street,1981.0,"thriller, crime fiction, melodrama, drama",,,,
the killing of john lennon,2006.0,"crime fiction, period piece, biography, drama, indie",,,,
the killing of sister george,1968.0,"lgbt, parody, gay interest, comedy-drama, gay, cult, satire, drama, comedy, gay themed, black comedy",,,,
the killing of the imam,2010.0,"short film, documentary",,,,
the killing phone,2006.0,horror,,,,
the killing room,2009.0,"thriller, mystery",,,,
the killing time,1987.0,"thriller, mystery, action, action/adventure, crime thriller",,,,
the killing zone,1991.0,"action/adventure, crime thriller, action, thriller",,,,
the king,2005.0,"crime fiction, drama, indie",,,,
the king,2007.0,"biographical film, drama",,,,
the king,1995.0,"thriller, action, bollywood",,,,
the king,2011.0,"thriller, musical, action",,,,
the king & the commissioner,2011.0,action,,,,
the king and four queens,1956.0,"thriller, action/adventure, mystery, western, comedy, crime thriller, romance film, hybrid western",,,,
the king and i,1956.0,"costume drama, period piece, musical, drama, family film, romance film",,,,
